"Keyword Phrase","Magnet IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","CPR","Organic","Smart Complete","Amazon Recommended","Title Density",,
"pink household items",257,"1,285",-11,0.76,0.55,0.91,689,">5,000",26,1,0,0,0,,
"snack box for kids",129,"1,285",-19,0.75,0.58,1.29,608,">10,000",27,1,0,0,3,,
"home essentials for women",26,"1,283","1,777",0.88,0.58,1.12,183,">50,000",26,1,0,0,0,,
"bear paw socks women's","3,332","1,283",94,0.84,0.68,1.11,466,385,26,1,0,0,0,,
"prime day",13,"1,283",-91,1.43,0.84,2.45,798,">100,000",26,1,0,0,0,,
"woman stocking stuffers",43,"1,283",258,1.25,0.96,1.54,233,">30,000",26,1,0,0,0,,
"electric thermos","3,092","1,283",16,0.93,0.61,1.32,508,">415",26,1,0,1,1,,
"burrito blanket adult","8,224","1,283",20,0.91,0.73,1.21,283,">156",26,1,0,0,1,,
"cute stuff for women",13,"1,283",37,0.76,0.55,0.9,529,">100,000",26,1,0,0,0,,
"lawn ornaments",143,"1,283",-21,0.69,0.62,0.85,628,">9,000",29,1,0,1,9,,
"flameless lighters rechargeable","1,283","1,283",-65,0.76,0.64,0.89,399,">1,000",26,1,0,0,0,,
"birthday presents",13,"1,283",-5,0.91,0.67,1.21,683,">100,000",26,1,0,0,0,,
"popcorn variety pack",606,"1,212",-5,1,0.76,1.24,415,">2,000",27,1,0,0,5,,
"rose legos","1,702","1,210",6,0.77,0.52,0.93,446,711,26,1,0,0,0,,
"drink smoker infuser kit cocktail","3,447","1,210",14,2.2,2.06,2.48,334,351,26,1,0,0,0,,
"one day delivery items prime",605,"1,210",-21,1.45,0.97,1.96,"1,000",">2,000",26,1,0,0,0,,
"regalos para mujeres",40,"1,210",63,1.36,0.98,1.72,487,">30,000",26,1,0,0,0,,
"women travel essentials",13,"1,210",5,0.77,0.54,1.19,548,">90,000",26,1,0,0,0,,
"books for adults",12,"1,210",-35,0.76,0.43,1.06,534,">100,000",26,1,0,0,1,,
"women's warm socks",121,"1,210",92,1.16,0.91,1.3,363,">10,000",26,1,0,0,0,,
"stanley beer pint","9,603","1,210",36,0.6,0.4,0.61,5,126,26,1,0,0,0,,
"burts bees set","3,270","1,210",21,0.65,0.6,0.71,286,370,26,1,0,0,0,,
"s'mores maker","3,769","1,210",16,0.74,0.62,0.99,423,321,26,1,0,0,0,,
"fireplace outdoor",605,"1,210",63,1.23,0.76,1.65,519,">2,000",26,1,0,0,1,,
"home decoration",12,"1,210",-6,0.86,0.59,1.14,830,">100,000",27,1,0,0,3,,
"yard",12,"1,210",-17,1.12,0.75,1.32,734,">100,000",37,1,0,0,34,,
"conquette","8,169","1,209",40,0.97,0.73,1.2,290,148,27,1,0,0,4,,
"christmas present for mom",40,"1,209",187,1.23,0.99,1.61,329,">30,000",26,1,0,0,0,,
"regalos para niñas de 8 años","1,209","1,209",36,1.27,1.04,1.63,269,">1,000",26,1,0,0,0,,
"women winter",20,"1,209",72,0.91,0.78,1.07,392,">60,000",26,1,0,0,2,,
"free delivery",17,"1,209",16,1.4,0.88,1.96,454,">70,000",26,1,0,0,0,,
"stanley ice","1,209","1,209",-29,1,0.82,1.22,491,">1,000",29,1,0,0,11,,
"fuzzy ankle socks for women",605,"1,209",50,0.85,0.72,0.95,500,">2,000",26,1,0,0,0,,
"unique planters",242,"1,209",-7,0.54,0.34,0.7,664,">5,000",27,1,0,0,5,,
"presents for grandma",20,"1,209",55,1.35,0.98,1.82,324,">60,000",26,1,0,0,0,,
"hair color for kids","2,227","1,209",24,0.91,0.71,1.15,458,">543",28,1,0,0,8,,
"disney up",60,"1,203",1,0.37,0.3,0.67,395,">20,000",27,1,0,0,4,,
"vaso termico frio y caliente stanley","2,668","1,166",-30,0.79,0.54,0.92,929,437,26,1,0,0,0,,
"giftcards physical","2,318","1,166",52,0.66,0.51,0.75,272,503,26,1,0,0,0,,
"giant blanket hoodie","1,166","1,166",81,0.93,0.74,1.17,397,">1,000",27,1,0,1,3,,
"toy for 7 year old girl",389,"1,166",8,1.29,1.06,1.61,402,">3,000",26,1,0,0,0,,
"mini fire pit for table","1,582","1,166",-17,0.98,0.74,1.35,542,">737",26,1,0,0,1,,
"cozy hoodie",29,"1,166",24,1.11,0.94,1.31,390,">40,000",26,1,0,1,2,,
"presents for 8 year old girls",583,"1,166",-5,1.41,1.16,1.73,513,">2,000",26,1,0,0,0,,
"battery operated food warmer","1,452","1,166",-5,0.69,0.55,0.89,433,">803",26,1,0,0,0,,
"stanley white","7,198","1,166",-14,0.66,0.48,0.78,536,162,26,1,0,0,0,,
"camera that prints","1,166","1,166",1,1.29,0.97,1.76,591,">1,000",26,1,0,0,0,,
"oversize hoodie",58,"1,166",8,0.74,0.59,0.93,668,">20,000",26,1,0,0,0,,
"bingo prizes for adults","2,638","1,166",-2,0.65,0.57,0.94,637,">442",26,1,0,0,0,,
"grandma presents",19,"1,166",45,1.29,0.93,1.71,414,">60,000",26,1,0,0,1,,
"womens fluffy socks",583,"1,166",84,1.19,0.94,1.3,352,">2,000",26,1,0,0,0,,
"hair chalk for dark hair","3,143","1,166",11,0.92,0.72,1.22,493,371,26,1,0,0,1,,
"adult blanket hoodie","1,166","1,166",35,0.87,0.64,1.06,491,">1,000",26,1,0,0,0,,
"popcorn accessories","1,166","1,166",10,0.73,0.51,0.9,409,">1,000",26,1,0,0,0,,
"coffee mug set of 4",389,"1,166",27,0.51,0.38,0.68,485,">3,000",27,1,0,0,3,,
"mom presents",12,"1,166",38,1.54,1.15,2.01,334,">100,000",26,1,0,0,1,,
"outdoor accessories",12,"1,166",-14,0.92,0.82,1.06,897,">100,000",26,1,0,0,1,,
"peony stanley","13,227","1,164",-35,0.46,0.4,0.58,152,88,26,1,0,0,0,,
"stanley iceflow accessories","1,175","1,164",-25,0.59,0.41,0.69,591,">991",26,1,0,0,1,,
"flip top stanley","2,514","1,164",-11,0.83,0.58,0.9,479,463,26,1,0,0,0,,
"stanlys",58,"1,164",4,0.75,0.65,0.83,397,">20,000",26,1,0,0,0,,
"interesting facts for curious minds","1,836","1,164",14,0.97,0.78,1.18,233,">634",27,1,0,0,3,,
"wood charcuterie boards",233,"1,164",22,0.95,0.76,1.14,423,">5,000",26,1,0,0,2,,
"shower bombs for women","1,281","1,164",53,1.87,1.43,2.29,295,">909",26,1,0,0,0,,
"tumbler stanley",388,"1,164",-3,0.66,0.54,0.79,718,">3,000",26,1,0,0,0,,
"sherpa socks womens","1,877","1,164",88,0.77,0.59,1.01,362,">620",26,1,0,0,0,,
"cozy hoodies for women",58,"1,164",42,0.74,0.52,0.91,505,">20,000",26,1,0,0,0,,
"indoor firepit","1,164","1,164",41,0.95,0.67,1.32,519,">1,000",26,1,0,0,0,,
"today","3,707","1,164",6,0.72,0.55,0.85,757,314,31,1,0,0,16,,
"mens birthday",12,"1,164",-12,1.27,1.03,1.54,654,">100,000",26,1,0,0,0,,
"cute fluffy socks","1,164","1,164",62,0.85,0.63,1.05,352,">1,000",26,1,0,0,0,,
"muk luk socks","3,638","1,164",77,0.91,0.64,1,336,320,26,1,0,0,0,,
"10 year old girl",166,"1,164",-3,1.3,0.96,1.6,529,">7,000",27,1,0,0,3,,
"trivia books",116,"1,164",11,0.98,0.86,1,238,">10,000",27,1,0,0,4,,
"hot logic mini","16,167","1,164",-7,0.69,0.59,0.74,212,72,26,1,0,0,0,,
"tabletop decor",12,"1,164",-14,0.64,0.51,0.85,791,">100,000",26,1,0,0,1,,
"label gun","1,164","1,164",4,1.72,1.19,1.75,427,">1,000",29,1,0,0,11,,
"beauty box","5,879","1,164",-19,0.57,0.47,0.96,746,198,26,1,0,0,2,,
"birthday presents for mom",13,"1,164",-20,1.37,1,1.79,477,">90,000",26,1,0,0,0,,
"positive",12,"1,164",11,0.98,0.7,1.21,475,">100,000",39,1,0,0,41,,
"whiskey accessories",146,"1,164",18,1.45,1.06,1.6,301,">8,000",26,1,0,0,0,,
"stanley cup flip straw","1,861","1,163",-8,0.76,0.52,0.9,497,625,26,1,0,0,0,,
"ice flow stanley","5,815","1,163",-15,0.72,0.53,0.91,424,200,26,1,0,0,0,,
"charcuterie board sets",388,"1,163","2,447",1.26,0.98,1.68,120,">3,000",26,1,0,0,0,,
"flower legos for girls","1,163","1,163",23,0.8,0.58,0.97,268,">1,000",26,1,0,0,0,,
"christmas gufts",12,"1,163",109,1.16,0.79,1.25,321,">100,000",26,1,0,0,0,,
"gofts for women",6,"1,163",46,1.35,0.98,1.68,308,">200,000",26,1,0,0,0,,
"toys for 13 year old girls","1,341","1,163",24,1.05,0.83,1.26,387,">867",26,1,0,0,0,,
"organic shower steamers","2,686","1,163",33,1.66,1.28,1.99,193,433,27,0,0,1,5,,
"table top fireplace",116,"1,163",32,0.99,0.68,1.2,357,">10,000",26,1,0,0,2,,
"ecards","2,512","1,163",-8,0.74,0.61,0.88,178,463,26,1,0,0,0,,
"thick fuzzy socks women",582,"1,163",100,1.15,0.97,1.26,333,">2,000",26,1,0,0,0,,
"couples adventure book",145,"1,163",39,0.8,0.65,1.01,215,">8,000",26,1,0,0,2,,
"fussy socks for women","4,846","1,163",57,1.04,0.79,1.27,483,240,26,1,0,0,0,,
"oversized hoodie women",58,"1,163",36,0.82,0.58,0.94,446,">20,000",26,1,0,0,0,,
"college care package","1,400","1,163",-38,0.64,0.44,0.88,699,">831",27,1,0,0,4,,
"grow kit",291,"1,163",10,1.26,0.99,1.78,565,">4,000",28,1,0,0,7,,
"best mom",12,"1,163",37,1.21,0.92,1.49,407,">100,000",31,0,0,1,17,,
"trivia books for adults",116,"1,163",4,0.93,0.83,1,240,">10,000",26,1,0,0,0,,
"cool science gadgets","1,319","1,163",12,0.76,0.62,0.97,394,">882",26,1,0,0,1,,
"vintage tea cups",291,"1,163",1,0.58,0.39,0.81,558,">4,000",27,1,0,0,5,,
"customized stickers labels",194,"1,163",1,1.22,0.87,1.41,527,">6,000",26,1,0,0,0,,
"migraine eye mask","1,163","1,163",31,1.74,1.16,2.28,301,">1,000",26,1,0,0,0,,
"cheese boards",233,"1,163",27,1.19,0.87,1.61,356,">5,000",26,1,0,0,0,,
"christmas presents for teens",58,"1,163",76,0.86,0.74,1.08,408,">20,000",26,1,0,0,0,,
"regalo",6,"1,163",-4,0.69,0.59,0.9,580,">200,000",33,0,0,1,24,,
"stainless steel tumbler with straw",116,"1,163",-13,0.71,0.58,0.95,784,">10,000",26,1,0,0,1,,
"kids christmas presents",22,"1,101",76,1.19,0.97,1.4,397,">50,000",26,1,0,0,0,,
"stuff for 10 year old girls","1,101","1,101",29,1.09,0.95,1.47,388,">1,000",26,1,0,0,0,,
"$10","8,586","1,099",17,1.32,0.6,1.38,457,128,27,1,0,0,5,,
"five dollar items",110,"1,099",-14,1.01,0.74,1.54,768,">10,000",26,1,0,0,0,,
"5 year old toys for girls",115,920,26,1.52,1.11,1.87,347,">8,000",12,1,0,0,0,,
"most popular kids toys 2024","3,318",909,52,0.93,0.73,1.18,193,274,12,1,0,0,0,,
"lego icons roses 822 pieces","7,390",909,0,0.72,0.62,0.84,115,123,12,1,0,0,0,,
"8 years old presents",455,909,-62,1.49,1.12,1.74,366,">2,000",12,1,0,0,0,,
"cool home must haves",91,909,25,0.99,0.73,1.13,325,">10,000",12,1,0,0,0,,
"toys for kids ages 8-12 girls",91,909,95,1.3,0.99,1.6,315,">10,000",12,1,0,0,0,,
"the book ultimate guide to rebuild civilization","20,200",909,34,0.9,0.72,1.21,34,45,12,1,0,0,0,,
"white stanley cup 40 oz","1,138",909,-2,0.82,0.51,0.88,352,">799",12,1,0,0,0,,
"travel safety essentials for women",227,909,-18,0.82,0.79,1.1,560,">4,000",12,1,0,0,0,,
"swcandy shower steamers","3,270",909,62,1.51,1.06,1.8,213,278,12,1,0,0,0,,
"stanley’s",114,909,-20,0.86,0.68,1.09,464,">8,000",12,1,0,0,0,,
"ice flow flip straw stanley 30 oz","4,132",909,-14,0.71,0.54,0.91,199,220,12,1,0,0,0,,
"oversized wearable blanket hoodie",909,909,35,0.89,0.69,1.09,301,">1,000",12,1,0,1,6,,
"rosé",9,909,363,0.96,0.81,1.74,226,">100,000",12,1,0,0,1,,
"indoor outdoor fire pit table top","1,136",909,23,1.14,0.84,1.37,401,">800",12,1,0,0,1,,
"打火机","5,285",909,-21,0.45,0.37,0.74,392,172,12,1,0,0,0,,
"christmas treats for adults",91,909,171,0.89,0.58,1.17,328,">10,000",12,1,0,0,0,,
"regalos personalizados para mujer",455,909,-2,1.12,0.9,1.55,343,">2,000",12,1,0,0,0,,
"womens must haves",9,909,2,0.82,0.66,1.13,571,">100,000",12,1,0,0,0,,
"best toys for 8 year old girls",182,909,-3,1.19,1.04,1.64,401,">5,000",12,1,0,0,0,,
"medias para el frio","3,124",909,115,0.77,0.65,0.87,377,">291",12,1,0,0,0,,
"snack crate","3,565",909,2,0.85,0.51,0.96,297,255,12,1,0,0,0,,
"non fiction books",9,909,-2,0.73,0.54,1,372,">100,000",12,1,0,0,0,,
"stuff for 12 year old girls",909,909,13,1.11,0.9,1.32,385,">1,000",12,1,0,0,0,,
"mens books",9,909,12,0.63,0.61,1.2,333,">100,000",12,1,0,0,0,,
"toddler carry on luggage",909,909,-5,0.63,0.42,0.76,465,">1,000",12,1,0,0,1,,
"emotional support stuffed animal",909,909,-14,0.61,0.48,0.73,489,">1,000",12,1,0,0,3,,
"self care box","2,497",909,9,0.71,0.61,1.18,279,364,12,1,0,0,1,,
"green fuzzy socks",909,909,62,0.86,0.62,1.01,361,">1,000",12,1,0,0,0,,
"aesthetic mugs",227,909,16,0.56,0.47,0.68,403,">4,000",12,1,0,0,0,,
"fall essentials",45,909,-49,1.28,1.06,1.46,"1,170",">20,000",12,1,0,0,0,,
"warm winter socks",30,909,72,1.26,1.09,1.51,385,">30,000",12,1,0,0,1,,
"thick fuzzy socks",455,909,34,1.1,0.94,1.25,346,">2,000",12,1,0,0,0,,
"fun birthday candles",455,909,-18,0.86,0.6,1,554,">2,000",12,1,0,0,0,,
"women warm socks",91,909,69,1.22,1,1.34,338,">10,000",12,1,0,0,0,,
"history book",9,909,7,0.84,0.58,1.19,311,">100,000",12,1,0,0,1,,
"raffle prizes for adults","3,987",909,-20,0.8,0.58,1.1,593,228,12,1,0,0,0,,
"christmas stocking stuffer",18,909,251,0.95,0.74,1.1,229,">50,000",12,1,0,0,1,,
"plush socks",455,909,38,0.9,0.73,1.2,390,">2,000",12,1,0,0,3,,
"hydroponic planter",455,909,-15,0.94,0.81,1.17,486,">2,000",12,1,0,0,8,,
"toy for 10 year old girl",303,909,39,1.28,0.96,1.59,347,">3,000",12,1,0,0,0,,
"thick socks for women",23,909,28,1.27,0.97,1.34,481,">40,000",12,1,0,0,0,,
"stocking stuffer women",30,909,323,1.42,0.98,1.63,274,">30,000",12,1,0,0,0,,
"child camera",909,909,-6,1.74,1.5,2.18,301,">1,000",12,1,0,0,0,,
"bed socks",114,909,40,1.25,0.95,1.49,423,">8,000",12,1,0,0,0,,
"blanket robe for women","2,201",909,49,0.97,0.82,1.23,436,">413",12,1,0,0,2,,
"herb garden planter outdoor",227,909,-19,0.8,0.59,1,537,">4,000",12,0,0,1,0,,
"travel items for women",9,909,-4,0.85,0.67,1.14,513,">100,000",12,1,0,0,0,,
"glass mug with lid",152,909,26,0.65,0.49,0.77,362,">6,000",12,1,0,0,0,,
"fire pit table top",909,909,-4,1,0.72,1.37,392,">1,000",12,1,0,0,2,,
"patio accessories and decor",23,909,-16,0.83,0.66,1.11,734,">40,000",12,1,0,0,0,,
"garden statue",91,909,-25,0.71,0.56,0.91,697,">10,000",12,1,0,1,12,,
"blanket with hood",945,909,28,0.96,0.77,1.18,418,">962",12,1,0,0,2,,
"mini camera for kids","1,194",909,23,1.7,1.3,2.26,378,">761",12,1,0,0,1,,
"whiskey kit",909,909,34,1.66,1.39,2.02,231,">1,000",12,1,0,0,1,,
"beauty kit",30,909,26,1.06,0.71,1.63,392,">30,000",12,1,0,0,4,,
"mugs set",114,909,-5,0.56,0.43,0.74,320,">8,000",12,1,0,0,20,,
"valentines",9,909,35,0.67,0.51,0.83,389,">100,000",12,1,0,0,29,,
"garden kit",91,909,1,1.08,0.88,1.58,356,">10,000",12,1,0,1,6,,
"digital","4,861",909,3,0.9,0.59,1.07,555,187,12,1,0,0,40,,
"stocking stuffers￼",10,907,46,1.05,0.79,1.4,122,">90,000",12,1,0,0,0,,
"lazy duck night light","5,273",907,41,1.1,1.01,1.11,180,172,12,1,0,0,6,,
"duck lamp squishy","4,049",907,2,1.09,0.85,1.23,186,224,12,1,0,0,1,,
"small stanley cup with handle",454,907,5,0.66,0.56,0.88,431,">2,000",12,1,0,0,0,,
"stanley cup iceflow","2,154",907,-30,0.63,0.51,0.81,432,421,12,1,0,0,0,,
"europe travel essentials for women",907,907,18,0.9,0.76,1.27,352,">1,000",12,1,0,0,0,,
"lavender stanley","4,238",907,-23,0.74,0.54,0.75,402,214,12,1,0,0,0,,
"disneyworld trip essentials","9,070",907,-24,0.7,0.47,0.93,371,100,12,1,0,0,0,,
"duck night light silicone","2,799",907,46,1.29,1.03,1.39,209,324,12,1,0,0,2,,
"engineering in plain sight","25,194",907,-3,0.87,0.75,1.1,53,36,12,1,0,0,3,,
"encendedor de velas",907,907,-5,0.75,0.6,0.87,312,">1,000",12,1,0,0,0,,
"wonens socks",11,907,22,1.26,0.92,1.46,299,">80,000",12,1,0,0,0,,
"womens soft socks",45,907,40,1.13,0.9,1.42,306,">20,000",12,1,0,0,0,,
"bulk fuzzy socks for women",302,907,55,0.78,0.63,1.08,358,">3,000",12,1,0,0,0,,
"big hoodie blanket",907,907,39,0.87,0.69,1.03,398,">1,000",12,1,0,0,0,,
"toy for 8 year old girl",181,907,-9,1.34,1.02,1.68,457,">5,000",12,1,0,0,0,,
"christmas must haves",15,907,246,0.92,0.76,1.22,354,">60,000",12,1,0,0,0,,
"burt's bees almond and milk hand cream","8,806",907,63,0.91,0.67,1.36,74,103,12,1,0,0,0,,
"things for 12 year old girls",907,907,10,1.21,0.98,1.45,434,">1,000",12,1,0,0,0,,
"treats for adults",91,907,-17,1.05,0.79,1.55,726,">10,000",12,1,0,0,1,,
"berts bees",302,907,43,1.23,0.93,1.63,276,">3,000",12,1,0,0,0,,
"packing cubes for women","1,689",907,104,1.28,1,1.47,255,">537",12,1,0,0,0,,
"bulk stocking stuffers for women",45,907,369,1.01,0.79,1.14,71,">20,000",12,1,0,0,0,,
"camera for teens girls","1,934",907,50,1.44,0.82,1.86,328,">469",12,1,0,0,0,,
"custom book",15,907,19,0.81,0.68,0.92,333,">60,000",12,1,0,0,2,,
"christmas snack box",454,907,307,0.89,0.63,1.06,206,">2,000",12,1,0,0,2,,
"thick womens socks",23,907,48,1.18,0.86,1.42,362,">40,000",12,1,0,0,0,,
"fuzzy socks for teen girls","2,218",907,58,0.78,0.64,1.03,350,">409",12,1,0,0,0,,
"bags for travel",9,907,-10,0.93,0.72,1.25,627,">100,000",12,1,0,0,1,,
"best friend birthday",9,907,5,1.21,0.81,1.5,411,">100,000",12,0,0,1,15,,
"dumb stuff","1,840",907,2,0.5,0.38,0.74,359,">493",12,1,0,0,1,,
"couples photo album","1,265",907,2,0.95,0.52,1.37,346,">717",12,1,0,0,1,,
"apartment patio decor",227,907,-26,0.75,0.61,0.9,808,">4,000",12,1,0,0,0,,
"cool things under 10 dollars",130,907,1,0.66,0.59,0.9,354,">7,000",12,1,0,0,0,,
"our adventure book photo album","1,454",907,4,0.66,0.5,0.82,305,">624",12,1,0,0,2,,
"sleeping socks women",454,907,18,1.09,0.95,1.4,396,">2,000",12,1,0,0,0,,
"herb plants",91,907,-19,0.66,0.49,0.94,622,">10,000",12,1,0,0,11,,
"hair color spray for kids","3,274",907,77,0.86,0.69,1.09,388,277,12,1,0,0,0,,
"movie popcorn",907,907,-5,0.85,0.52,1.03,367,">1,000",12,1,0,0,0,,
"present for mom",9,907,16,1.28,0.97,1.63,300,">100,000",12,1,0,0,0,,
"ivf socks","4,278",907,-16,0.99,0.69,1.14,127,212,12,1,0,0,13,,
"lighters for women",454,907,137,0.67,0.47,0.72,205,">2,000",12,1,0,0,4,,
"toys 9 year old girl",454,907,11,1.39,1.03,1.67,355,">2,000",12,1,0,0,0,,
"hair dye for kids","2,843",907,-10,0.71,0.55,0.95,455,319,12,1,0,0,3,,
"mom socks",113,907,27,0.88,0.65,1.11,357,">8,000",12,1,0,0,5,,
"fuzzy",23,907,34,1.11,0.74,1.28,370,">40,000",12,1,0,0,43,,
"garrafa stanley","2,842",847,6,0.72,0.64,0.86,383,298,11,1,0,0,0,,
"lego flores",847,847,-17,0.57,0.38,0.75,356,">1,000",11,1,0,0,0,,
"cobija de tortilla de harina","8,470",847,64,0.91,0.81,1.04,130,100,11,1,0,0,0,,
"kid cameras for girls",872,847,21,1.91,1.38,2.39,273,">971",11,1,0,0,0,,
"birthday candles for women",141,847,87,1.35,1.05,1.82,425,">6,000",11,1,0,0,2,,
"regalos de navidad para niñas",169,847,140,1.04,0.86,1.36,315,">5,000",11,1,0,0,0,,
"front yard decor",42,847,-28,0.73,0.63,0.96,762,">20,000",11,1,0,0,0,,
"motorcycle accessories for women",28,847,-18,0.7,0.45,0.82,712,">30,000",11,1,0,0,0,,
"scrapbook for kids",141,847,38,0.86,0.59,1.02,300,">6,000",11,1,0,0,0,,
"girls toys age 6",21,847,19,1.44,1.1,1.76,422,">40,000",11,1,0,0,1,,
"glacier stanley","22,237",845,-70,0.57,0.51,0.69,40,38,11,1,0,0,0,,
"hide out hoodie big blanket co","2,965",845,18,1.1,0.96,1.31,304,285,11,1,0,0,0,,
"toys for ages 7 girls",21,845,126,1.25,1.09,1.62,206,">40,000",11,1,0,0,0,,
"eyeris 3 eye massager","7,613",845,17,2.17,1.62,2.63,165,111,11,1,0,0,2,,
"coldwater creek outlet","3,858",845,-39,0.77,0.59,0.88,610,">219",11,1,0,0,0,,
"duck light laying down","7,972",845,23,1.23,1.18,1.28,73,106,11,1,0,0,2,,
"stanley cup with flip straw",954,845,13,0.69,0.55,0.87,406,">886",11,1,0,0,0,,
"houseplants live indoor",169,845,-21,0.74,0.48,0.94,597,">5,000",11,0,0,1,2,,
"christmas presents for girls 10-12",282,845,60,1.32,1.07,1.66,275,">3,000",11,1,0,0,0,,
"mens gufts",8,845,28,1.29,0.99,1.45,307,">100,000",11,1,0,0,0,,
"soft fuzzy socks for women",423,845,55,1.04,0.78,1.15,388,">2,000",11,1,0,0,0,,
"oversized hoodie blanket for women",845,845,59,0.89,0.7,1.01,337,">1,000",11,1,0,0,0,,
"stocking stuffers for women bulk",42,845,152,0.99,0.79,1.17,250,">20,000",11,1,0,0,0,,
"christmas presents for parents",85,845,170,0.92,0.73,1.41,289,">10,000",11,1,0,0,0,,
"cool things to put on your desk",845,845,20,0.7,0.58,0.9,352,">1,000",11,1,0,0,0,,
"things for christmas",11,845,77,0.75,0.6,1.16,308,">80,000",11,1,0,0,0,,
"shower streamers","4,721",845,13,1.72,1.3,2.32,303,179,11,1,0,0,1,,
"bourbon smoker","2,031",845,9,2.3,1.81,2.4,228,416,11,1,0,0,8,,
"fuzzy womens socks",282,845,37,1.16,0.95,1.3,328,">3,000",11,1,0,0,0,,
"two dozen roses","1,886",845,0,1.15,0.83,1.19,286,448,11,1,0,0,9,,
"memory book for couples",423,845,-19,0.75,0.58,0.95,403,">2,000",11,1,0,0,1,,
"couple scrapbook",423,845,-9,0.67,0.47,0.82,301,">2,000",11,1,0,0,1,,
"custom photo book",169,845,-11,0.83,0.52,1.26,370,">5,000",11,1,0,0,1,,
"small stocking stuffers for women",17,845,172,0.98,0.79,1.37,312,">50,000",11,1,0,0,0,,
"self care women",42,845,27,1.16,0.92,1.38,387,">20,000",11,1,0,0,0,,
"self care set",85,845,14,1.14,0.79,1.38,390,">10,000",11,1,0,0,0,,
"presents for 4 year old girls",282,845,26,1.38,1.13,1.78,298,">3,000",11,1,0,0,0,,
"heated thermos",423,845,15,0.67,0.52,0.98,513,">2,000",11,1,0,0,1,,
"indoor smores","1,670",845,3,0.93,0.74,1.22,549,506,11,1,0,0,5,,
"table fireplace",845,845,14,0.95,0.75,1.44,449,">1,000",11,1,0,0,3,,
"regalos navideños",8,845,70,0.96,0.62,1.1,430,">100,000",11,1,0,0,0,,
"sock warmers for women",28,845,86,1.09,0.86,1.3,344,">30,000",11,1,0,0,0,,
"warm hoodie",17,845,93,1.09,0.75,1.2,474,">50,000",11,1,0,0,0,,
"block tech",141,845,14,0.78,0.53,0.96,328,">6,000",11,1,0,0,0,,
"fire pit indoor",845,845,-31,1.07,0.77,1.39,459,">1,000",11,1,0,0,1,,
"door prizes for adults","8,204",845,-9,0.6,0.48,0.72,544,103,11,1,0,0,0,,
"cozy sweatshirt",21,845,17,1.08,0.85,1.3,512,">40,000",11,1,0,0,1,,
"scrapbook for couples",845,845,-5,0.7,0.53,0.85,344,">1,000",11,1,0,0,1,,
"lawn seed",845,845,-51,0.61,0.54,0.68,427,">1,000",11,0,0,1,5,,
"anniversary scrapbook",141,845,-6,0.7,0.62,0.85,364,">6,000",11,1,0,0,4,,
"email",423,845,-5,0.94,0.76,1,304,">2,000",11,1,0,0,36,,
"table top fire pits",845,845,40,1.01,0.7,1.35,312,">1,000",11,1,0,0,0,,
"tarjeta de regalo",21,845,11,0.74,0.58,0.79,306,">40,000",11,1,0,1,0,,
"yard decorations",12,845,4,0.93,0.77,1.18,493,">70,000",11,1,0,0,8,,
"snacks individually wrapped",85,845,-11,1.09,0.71,1.5,549,">10,000",11,1,0,0,0,,
"fleece blanket hoodie",869,845,87,0.92,0.74,1.12,279,">972",11,1,0,0,1,,
"travel bag set",42,845,-5,1.03,0.74,1.28,504,">20,000",11,1,0,0,0,,
"print",8,845,-22,1.03,0.47,1.86,569,">100,000",11,1,0,1,20,,
"present",4,845,18,1.01,0.69,1.22,408,">200,000",11,1,0,0,8,,
"teen stocking stuffers 2024",844,844,-2,0.79,0.74,1,123,">1,000",11,1,0,0,0,,
"boquet flower","1,331",844,-11,1.11,0.82,1.55,672,634,11,1,0,0,0,,
"id punch a b for you candle","15,630",844,41,1.26,1.01,1.99,24,54,11,1,0,0,0,,
"made in usa products only womens",141,844,11,0.75,0.51,0.83,450,">6,000",11,1,0,0,0,,
"cool toys for girls 8-12",169,844,16,1.24,0.93,1.42,343,">5,000",11,1,0,0,0,,
"today i learned book","3,502",844,230,0.87,0.77,0.98,35,241,11,1,0,0,0,,
"popular toys for girls 8-12","1,414",844,32,1.3,1.01,1.6,334,597,11,1,0,0,0,,
"window herb garden for kitchen",844,844,7,0.68,0.44,0.86,247,">1,000",11,1,0,0,0,,
"cancun vacation essentials","1,972",844,-36,0.87,0.62,1.18,750,">428",11,1,0,0,0,,
"presents for 6 year old girl",422,844,0,1.41,1.11,1.73,308,">2,000",11,1,0,0,0,,
"womens winter socks size 9-11",211,844,68,1.24,0.98,1.42,344,">4,000",11,1,0,0,0,,
"toys for 4-5 year old girls",169,844,21,1.18,0.9,1.47,248,">5,000",11,1,0,0,0,,
"super soft socks women",42,844,49,1.28,1.01,1.38,383,">20,000",11,1,0,0,0,,
"hand care kit for women",936,844,37,1.18,0.88,1.54,404,">902",11,1,0,0,0,,
"stanley flip","1,211",844,-16,0.75,0.52,0.84,451,697,11,1,0,0,2,,
"wooden boards for serving food",422,844,11,0.96,0.73,1.09,455,">2,000",11,1,0,0,0,,
"sherpa blanket hoodie",937,844,63,0.81,0.72,1.01,408,">901",11,1,0,1,2,,
"mom gofts",8,844,33,1.31,0.9,1.66,359,">100,000",11,1,0,0,0,,
